Country,Admin1,Facility name,Facility type,Ownership,Latitude,Longitude,LL source
South Sudan,Lakes,Mary Immaculate County Hospital,County Hospital,MoH,6.3847,30.0853,GPS
South Sudan,Lakes,Mathiang Kok Primary Health Care Unit,Primary Health Care Unit,MoH,6.6262,29.7469,GPS
South Sudan,Lakes,Mathiang Primary Health Care Unit,Primary Health Care Unit,MoH,6.8673,29.6393,GPS
South Sudan,Lakes,Mayanthon Primary Health Care Unit,Primary Health Care Unit,MoH,6.9715,29.2218,GPS
South Sudan,Lakes,Mayath Primary Health Care Unit,Primary Health Care Unit,MoH,6.9903,29.3288,GPS
South Sudan,Lakes,Mingkaman Primary Health Care Unit,Primary Health Care Unit,MoH,6.05,31.5152,Geonames
South Sudan,Lakes,Muorkuec Primary Health Care Unit,Primary Health Care Unit,MoH,6.6884,29.5022,GPS
South Sudan,Lakes,Nuktamaga (Domotolo) Primary Health Care Unit,Primary Health Care Unit,MoH,6.2466,29.6197,GPS
South Sudan,Lakes,Nyang Koot Primary Health Care Unit,Primary Health Care Unit,MoH,6.8704,29.6715,GPS
South Sudan,Lakes,Nyang Primary Health Care Centre,Primary Health Care Centre,MoH,6.7079,30.6055,GPS
South Sudan,Lakes,Pabur Primary Health Care Unit,Primary Health Care Unit,MoH,6.4326,30.599,GPS
South Sudan,Lakes,Pacong Primary Health Care Centre,Primary Health Care Centre,MoH,6.6927,29.7891,Geonames
South Sudan,Lakes,Pagaraw Primary Health Care Unit,Primary Health Care Unit,MoH,6.7407,30.4083,GPS
South Sudan,Lakes,Palok Primary Health Care Unit,Primary Health Care Unit,MoH,6.7672,30.1027,GPS
South Sudan,Lakes,Panawach Primary Health Care Unit,Primary Health Care Unit,MoH,6.6759,29.8136,GPS
South Sudan,Lakes,Pandit Rumbek Primary Health Care Unit,Primary Health Care Unit,MoH,6.5942,30.1504,GPS
South Sudan,Lakes,Pankar Primary Health Care Unit,Primary Health Care Unit,MoH,6.5777,30.4783,GPS
South Sudan,Lakes,Panthou Primary Health Care Unit,Primary Health Care Unit,MoH,7.283,29.4801,Geonames
South Sudan,Lakes,Ping Path Primary Health Care Unit,Primary Health Care Unit,MoH,6.242,30.4219,GPS
South Sudan,Lakes,Ramchiel Primary Health Care Unit,Primary Health Care Unit,MoH,6.4383,30.9677,GPS
South Sudan,Lakes,Rumbek Centre Prison Primary Health Care Centre,Primary Health Care Centre,MoH,6.8074,29.676,Geonames
South Sudan,Lakes,Rumbek Sec Sch Clini Primary Health Care Unit,Primary Health Care Unit,MoH,6.801,29.6869,GPS
South Sudan,Lakes,Rumbek State Hospital,State Hospital,MoH,6.8102,29.678,GPS
South Sudan,Lakes,Shambe Primary Health Care Centre,Primary Health Care Centre,MoH,7.1057,30.7738,GPS
South Sudan,Lakes,SMC Awerial Primary Health Care Centre,Primary Health Care Centre,FBO/NGO,6.0554,31.5142,Geonames
South Sudan,Lakes,SMC Puluk Primary Health Care Centre,Primary Health Care Centre,FBO/NGO,6.2085,30.9994,Geonames
South Sudan,Lakes,St. Joseph County Hospital,County Hospital,MoH,6.5483,30.4949,GPS
South Sudan,Lakes,Thonabutkok Primary Health Care Centre,Primary Health Care Centre,MoH,6.6789,30.4159,GPS
South Sudan,Lakes,Tiaptiap Primary Health Care Unit,Primary Health Care Unit,MoH,7.3252,29.3242,GPS
South Sudan,Lakes,Tilkuc Primary Health Care Centre,Primary Health Care Centre,MoH,6.4313,29.9011,Geonames
South Sudan,Lakes,Tonjo Primary Health Care Unit,Primary Health Care Unit,MoH,6.3322,29.7269,GPS
South Sudan,Lakes,Warliet Primary Health Care Unit,Primary Health Care Unit,MoH,6.4992,29.972,GPS
South Sudan,Lakes,Wokou Primary Health Care Unit,Primary Health Care Unit,MoH,6.0938,29.768,GPS
South Sudan,Lakes,Wulu Primary Health Care Centre,Primary Health Care Centre,MoH,6.5086,29.6272,Geonames
South Sudan,Lakes,Wun Rieng Primary Health Care Unit,Primary Health Care Unit,MoH,7.64,29.7,Geonames
South Sudan,Lakes,Yirol County Hospital,County Hospital,MoH,6.5533,30.5017,GPS
South Sudan,Lakes,Yoli Primary Health Care Unit,Primary Health Care Unit,MoH,6.6576,30.4829,GPS
South Sudan,Northern Bahr el Ghazal,Abul Primary Health Care Unit,Primary Health Care Unit,MoH,8.1086,26.6828,GPS
South Sudan,Northern Bahr el Ghazal,Achana Primary Health Care Unit,Primary Health Care Unit,MoH,8.2644,26.3418,GPS
South Sudan,Northern Bahr el Ghazal,Adoor Primary Health Care Unit,Primary Health Care Unit,MoH,9.4466,27.7499,GPS
South Sudan,Northern Bahr el Ghazal,Aguat Primary Health Care Unit,Primary Health Care Unit,MoH,9.0742,27.091,GPS
South Sudan,Northern Bahr el Ghazal,Ajak Wol Primary Health Care Unit,Primary Health Care Unit,MoH,9.3292,27.1041,GPS
South Sudan,Northern Bahr el Ghazal,Akac Primary Health Care Unit,Primary Health Care Unit,MoH,9.4769,27.4765,Geonames
South Sudan,Northern Bahr el Ghazal,Akuak Malual Primary Health Care Unit,Primary Health Care Unit,MoH,9.1173,26.6343,GPS
South Sudan,Northern Bahr el Ghazal,Akuakoc Primary Health Care Unit,Primary Health Care Unit,MoH,9.1203,26.4539,GPS
South Sudan,Northern Bahr el Ghazal,Akuakrak Primary Health Care Unit,Primary Health Care Unit,MoH,8.948,26.3974,GPS
South Sudan,Northern Bahr el Ghazal,Akuangkar Primary Health Care Unit,Primary Health Care Unit,MoH,8.8094,26.8502,GPS
South Sudan,Northern Bahr el Ghazal,Akuem County Hospital,County Hospital,MoH,8.9621,27.5007,GPS
South Sudan,Northern Bahr el Ghazal,Alok Primary Health Care Unit,Primary Health Care Unit,MoH,8.4403,27.5271,Geonames
South Sudan,Northern Bahr el Ghazal,Aluel Acot Primary Health Care Unit,Primary Health Care Unit,MoH,9.0332,27.0283,GPS
South Sudan,Northern Bahr el Ghazal,Amar Jal Primary Health Care Unit,Primary Health Care Unit,MoH,9.0555,27.6781,GPS
South Sudan,Northern Bahr el Ghazal,Amatnyang Primary Health Care Unit,Primary Health Care Unit,MoH,9.1209,27.1433,Geonames
South Sudan,Northern Bahr el Ghazal,Ameth Akok Primary Health Care Unit,Primary Health Care Unit,MoH,9.1286,27.7692,GPS
South Sudan,Northern Bahr el Ghazal,Ameth Primary Health Care Unit,Primary Health Care Unit,MoH,9.0856,27.8972,GPS
South Sudan,Northern Bahr el Ghazal,Amothic Primary Health Care Unit,Primary Health Care Unit,MoH,8.8981,27.1663,GPS
South Sudan,Northern Bahr el Ghazal,Angol Primary Health Care Unit,Primary Health Care Unit,MoH,9.1506,27.0552,GPS
South Sudan,Northern Bahr el Ghazal,Anyopjang Primary Health Care Unit,Primary Health Care Unit,MoH,9.1316,26.9803,GPS
South Sudan,Northern Bahr el Ghazal,Ariath Primary Health Care Unit,Primary Health Care Unit,MoH,9.105,27.2224,GPS
South Sudan,Northern Bahr el Ghazal,Aroyo Primary Health Care Centre,Primary Health Care Centre,MoH,8.6759,26.8572,Geonames
South Sudan,Northern Bahr el Ghazal,Atuct Primary Health Care Unit,Primary Health Care Unit,MoH,8.9939,27.7563,GPS
South Sudan,Northern Bahr el Ghazal,Aweil State Hospital,State Hospital,MoH,8.7681,27.3989,GPS
South Sudan,Northern Bahr el Ghazal,Awilic Primary Health Care Unit,Primary Health Care Unit,MoH,8.8413,27.4248,GPS
South Sudan,Northern Bahr el Ghazal,Awoda Primary Health Care Centre,Primary Health Care Centre,MoH,8.0686,26.8391,Geonames
South Sudan,Northern Bahr el Ghazal,Ayai Primary Health Care Unit,Primary Health Care Unit,MoH,8.5215,27.5669,GPS
South Sudan,Northern Bahr el Ghazal,Ayai Primary Health Care Unit,Primary Health Care Unit,MoH,9.2096,26.8286,GPS
South Sudan,Northern Bahr el Ghazal,Baac Primary Health Care Unit,Primary Health Care Unit,MoH,9.205,27.564,Geonames
South Sudan,Northern Bahr el Ghazal,Bakon Primary Health Care Unit,Primary Health Care Unit,MoH,9.4374,27.7168,GPS
South Sudan,Northern Bahr el Ghazal,Bakou Primary Health Care Unit,Primary Health Care Unit,MoH,9.4374,27.7168,GPS
South Sudan,Northern Bahr el Ghazal,Barmayen Primary Health Care Unit,Primary Health Care Unit,MoH,8.3637,27.6127,GPS
South Sudan,Northern Bahr el Ghazal,Bau Primary Health Care Unit,Primary Health Care Unit,MoH,8.4325,27.7584,GPS
South Sudan,Northern Bahr el Ghazal,Chaleek Primary Health Care Unit,Primary Health Care Unit,MoH,9.4047,27.1861,GPS
South Sudan,Northern Bahr el Ghazal,Chelcou Primary Health Care Centre,Primary Health Care Centre,MoH,8.9663,26.8607,GPS
South Sudan,Northern Bahr el Ghazal,Cuomator Primary Health Care Unit,Primary Health Care Unit,MoH,8.9973,27.5415,GPS
South Sudan,Northern Bahr el Ghazal,Gokmacer Primary Health Care Centre,Primary Health Care Centre,MoH,9.2163,26.8658,GPS
South Sudan,Northern Bahr el Ghazal,Guangnou Primary Health Care Unit,Primary Health Care Unit,MoH,8.923,26.9152,Geonames
South Sudan,Northern Bahr el Ghazal,Jaac Ppf Primary Health Care Unit,Primary Health Care Unit,MoH,9.4746,27.1361,GPS
South Sudan,Northern Bahr el Ghazal,Jaac Primary Health Care Unit,Primary Health Care Unit,MoH,9.4471,27.1451,GPS
South Sudan,Northern Bahr el Ghazal,Jorbioch Primary Health Care Unit,Primary Health Care Unit,MoH,8.5812,26.2309,GPS
South Sudan,Northern Bahr el Ghazal,Jurbeech Primary Health Care Unit,Primary Health Care Unit,MoH,9.1103,26.5571,GPS
South Sudan,Northern Bahr el Ghazal,Kajik Primary Health Care Unit,Primary Health Care Unit,MoH,9.1669,27.1368,GPS
South Sudan,Northern Bahr el Ghazal,Kuom Primary Health Care Unit,Primary Health Care Unit,MoH,8.7236,27.4015,GPS
South Sudan,Northern Bahr el Ghazal,Lieth Primary Health Care Unit,Primary Health Care Unit,MoH,9.2473,27.7836,GPS
South Sudan,Northern Bahr el Ghazal,Lulic Primary Health Care Unit,Primary Health Care Unit,MoH,8.502,27.2521,GPS
South Sudan,Northern Bahr el Ghazal,Mabil Primary Health Care Centre,Primary Health Care Centre,MoH,9.0026,27.58,GPS
South Sudan,Northern Bahr el Ghazal,Mabior Angui Primary Health Care Unit,Primary Health Care Unit,MoH,9.2922,27.2263,GPS
South Sudan,Northern Bahr el Ghazal,Mabior -Nyang Primary Health Care Unit,Primary Health Care Unit,MoH,9.1732,27.1335,GPS
South Sudan,Northern Bahr el Ghazal,Mabok Tong Primary Health Care Unit,Primary Health Care Unit,MoH,9.4797,27.7711,GPS
South Sudan,Northern Bahr el Ghazal,Mabok-Akot Primary Health Care Unit,Primary Health Care Unit,MoH,8.8907,26.8964,Geonames
South Sudan,Northern Bahr el Ghazal,Madhol Primary Health Care Unit,Primary Health Care Unit,MoH,9.0387,27.703,GPS
South Sudan,Northern Bahr el Ghazal,Maduany Primary Health Care Unit,Primary Health Care Unit,MoH,8.8127,27.3564,Geonames
South Sudan,Northern Bahr el Ghazal,Mager Primary Health Care Unit,Primary Health Care Unit,MoH,8.8968,27.3457,GPS
South Sudan,Northern Bahr el Ghazal,Majakbai Primary Health Care Centre,Primary Health Care Centre,MoH,9.1188,26.7956,GPS
South Sudan,Northern Bahr el Ghazal,Majok Yith Thiou Primary Health Care Unit,Primary Health Care Unit,MoH,9.5147,27.2467,GPS
South Sudan,Northern Bahr el Ghazal,Majokaken Primary Health Care Unit,Primary Health Care Unit,MoH,9.5925,27.5606,GPS
South Sudan,Northern Bahr el Ghazal,Majok-Dengdit Primary Health Care Unit,Primary Health Care Unit,MoH,9.1028,27.0612,Geonames
South Sudan,Northern Bahr el Ghazal,Maker Primary Health Care Unit,Primary Health Care Unit,MoH,8.9136,27.333,GPS
South Sudan,Northern Bahr el Ghazal,Makuac Akec Primary Health Care Unit,Primary Health Care Unit,MoH,9.1439,27.3009,GPS
South Sudan,Northern Bahr el Ghazal,Makuei-Alel Primary Health Care Unit,Primary Health Care Unit,MoH,9.1418,27.6214,Geonames
South Sudan,Northern Bahr el Ghazal,Makuoc Primary Health Care Unit,Primary Health Care Unit,MoH,9.0875,26.6297,GPS
South Sudan,Northern Bahr el Ghazal,Malek Alel 2 Primary Health Care Unit,Primary Health Care Unit,MoH,8.5888,27.5943,GPS
South Sudan,Northern Bahr el Ghazal,Malek Bol Akon Primary Health Care Unit,Primary Health Care Unit,MoH,9.3326,27.5285,Geonames
South Sudan,Northern Bahr el Ghazal,Maleka Dera Primary Health Care Unit,Primary Health Care Unit,MoH,9.0649,26.7842,GPS
South Sudan,Northern Bahr el Ghazal,Malekalel Primary Health Care Unit,Primary Health Care Unit,MoH,8.5888,27.5943,GPS
South Sudan,Northern Bahr el Ghazal,Malual Baai Primary Health Care Centre,Primary Health Care Centre,MoH,9.0593,27.7599,Geonames
South Sudan,Northern Bahr el Ghazal,Malual Deng Aruom Primary Health Care Unit,Primary Health Care Unit,MoH,9.3544,27.1956,GPS
South Sudan,Northern Bahr el Ghazal,Malual Dit Primary Health Care Unit,Primary Health Care Unit,MoH,9.2498,27.3439,GPS
South Sudan,Northern Bahr el Ghazal,Malual Kuel Primary Health Care Unit,Primary Health Care Unit,MoH,9.4285,27.3018,GPS
South Sudan,Northern Bahr el Ghazal,Malualkon Primary Health Care Centre,Primary Health Care Centre,MoH,9.0136,27.6248,GPS
South Sudan,Northern Bahr el Ghazal,Mangar-Tong Primary Health Care Unit,Primary Health Care Unit,MoH,9.0742,27.5486,GPS
South Sudan,Northern Bahr el Ghazal,Mangok Primary Health Care Unit,Primary Health Care Unit,MoH,9.0426,27.386,GPS
South Sudan,Northern Bahr el Ghazal,Manyiel Primary Health Care Unit,Primary Health Care Unit,MoH,9.0847,26.5139,GPS
South Sudan,Northern Bahr el Ghazal,Manyiel Primary Health Care Unit,Primary Health Care Unit,MoH,9.1463,26.8607,GPS
South Sudan,Northern Bahr el Ghazal,Maper Ngok Primary Health Care Unit,Primary Health Care Unit,MoH,9.1348,27.0598,GPS
South Sudan,Northern Bahr el Ghazal,Marialbai Primary Health Care Centre,Primary Health Care Centre,MoH,9.1026,26.8509,GPS
South Sudan,Northern Bahr el Ghazal,Marol Deng Geng Primary Health Care Unit,Primary Health Care Unit,MoH,9.2467,27.0631,GPS
South Sudan,Northern Bahr el Ghazal,Matuic Primary Health Care Unit,Primary Health Care Unit,MoH,9.1012,27.0209,GPS
South Sudan,Northern Bahr el Ghazal,Mayen Ulom Primary Health Care Unit,Primary Health Care Unit,MoH,9.0371,27.2854,GPS
South Sudan,Northern Bahr el Ghazal,Mayom _Aweil Primary Health Care Unit,Primary Health Care Unit,MoH,9.0947,26.7114,GPS
South Sudan,Northern Bahr el Ghazal,Mayom Adhel Primary Health Care Unit,Primary Health Care Unit,MoH,9.1939,26.9549,GPS
South Sudan,Northern Bahr el Ghazal,Mutuic Primary Health Care Unit,Primary Health Care Unit,MoH,9.1699,27.0358,GPS
South Sudan,Northern Bahr el Ghazal,Nyalath Primary Health Care Unit,Primary Health Care Unit,MoH,8.7116,27.2852,GPS
South Sudan,Northern Bahr el Ghazal,Nyamlel New Life Ministry Primary Health Care Unit,Primary Health Care Unit,FBO/NGO,9.1344,26.9878,GPS
South Sudan,Northern Bahr el Ghazal,Nyamlel Primary Health Care Centre,Primary Health Care Centre,MoH,9.1385,26.9825,Geonames
South Sudan,Northern Bahr el Ghazal,Nyanruet Primary Health Care Unit,Primary Health Care Unit,MoH,8.8794,27.4806,GPS
South Sudan,Northern Bahr el Ghazal,Nyeth Primary Health Care Unit,Primary Health Care Unit,MoH,8.4964,27.5436,GPS
South Sudan,Northern Bahr el Ghazal,Nyinbuli Safe Harbor Int. Relief Primary Health Care Centre,Primary Health Care Centre,MoH,9.0216,26.507,GPS
South Sudan,Northern Bahr el Ghazal,Nyinlel Primary Health Care Unit,Primary Health Care Unit,MoH,8.8923,26.8805,GPS
South Sudan,Northern Bahr el Ghazal,Omduraman Primary Health Care Unit,Primary Health Care Unit,MoH,9.2344,27.512,GPS
South Sudan,Northern Bahr el Ghazal,Omora Primary Health Care Unit,Primary Health Care Unit,MoH,8.4801,26.4993,Geonames
South Sudan,Northern Bahr el Ghazal,Pamat Primary Health Care Unit,Primary Health Care Unit,MoH,9.2142,27.0007,GPS
South Sudan,Northern Bahr el Ghazal,Panlang Primary Health Care Unit,Primary Health Care Unit,MoH,9.0816,26.8475,GPS
South Sudan,Northern Bahr el Ghazal,Peth North Primary Health Care Unit,Primary Health Care Unit,MoH,9.0946,26.5418,Geonames
South Sudan,Northern Bahr el Ghazal,Peth East Primary Health Care Unit,Primary Health Care Unit,MoH,8.9645,27.7973,Geonames
South Sudan,Northern Bahr el Ghazal,Rial Diit Primary Health Care Centre,Primary Health Care Centre,MoH,9.1367,27.511,GPS
South Sudan,Northern Bahr el Ghazal,Riangangon Primary Health Care Unit,Primary Health Care Unit,MoH,9.1205,27.0719,GPS
South Sudan,Northern Bahr el Ghazal,Roingut Primary Health Care Unit,Primary Health Care Unit,MoH,9.2003,26.9235,GPS
South Sudan,Northern Bahr el Ghazal,Rualngol Primary Health Care Unit,Primary Health Care Unit,MoH,8.8686,27.3847,GPS
South Sudan,Northern Bahr el Ghazal,Rumading Primary Health Care Unit,Primary Health Care Unit,MoH,9.2243,27.2933,GPS
South Sudan,Northern Bahr el Ghazal,Rumaker Primary Health Care Unit,Primary Health Care Unit,MoH,9.15,27.59,Geonames
South Sudan,Northern Bahr el Ghazal,Rumrol Primary Health Care Unit,Primary Health Care Unit,MoH,9.2169,27.7062,GPS
South Sudan,Northern Bahr el Ghazal,Rumwel Primary Health Care Unit,Primary Health Care Unit,MoH,9.0735,27.8509,GPS
South Sudan,Northern Bahr el Ghazal,Rumwet Kor Primary Health Care Unit,Primary Health Care Unit,MoH,9.2814,27.5853,GPS
South Sudan,Northern Bahr el Ghazal,Rupaker Primary Health Care Unit,Primary Health Care Unit,MoH,9.8538,27.5876,GPS
South Sudan,Northern Bahr el Ghazal,Ruptit Primary Health Care Unit,Primary Health Care Unit,MoH,8.7643,27.2143,GPS
South Sudan,Northern Bahr el Ghazal,Tieraliet Primary Health Care Unit,Primary Health Care Unit,MoH,8.7761,27.8893,GPS
South Sudan,Northern Bahr el Ghazal,Tit-Chok Primary Health Care Unit,Primary Health Care Unit,MoH,8.8586,27.5391,GPS
South Sudan,Northern Bahr el Ghazal,Udhuom Primary Health Care Unit,Primary Health Care Unit,MoH,8.8862,27.253,GPS
South Sudan,Northern Bahr el Ghazal,Umora Primary Health Care Unit,Primary Health Care Unit,MoH,8.4456,26.5717,GPS
South Sudan,Northern Bahr el Ghazal,Wanyjok Primary Health Care Unit,Primary Health Care Unit,MoH,9.065,27.4443,Geonames
South Sudan,Northern Bahr el Ghazal,Warapei Primary Health Care Unit,Primary Health Care Unit,MoH,9.4073,27.1463,GPS
South Sudan,Northern Bahr el Ghazal,Warawar Primary Health Care Unit,Primary Health Care Unit,MoH,9.0168,27.6268,GPS
South Sudan,Northern Bahr el Ghazal,Warchuei Primary Health Care Unit,Primary Health Care Unit,MoH,9.176,26.7404,GPS
South Sudan,Northern Bahr el Ghazal,Wargeng Primary Health Care Unit,Primary Health Care Unit,MoH,9.0221,27.3653,GPS
South Sudan,Northern Bahr el Ghazal,Wathmuok Primary Health Care Unit,Primary Health Care Unit,MoH,8.6969,27.6813,GPS
South Sudan,Northern Bahr el Ghazal,Wathok Primary Health Care Unit,Primary Health Care Unit,MoH,9.0308,27.2298,GPS
South Sudan,Northern Bahr el Ghazal,Wedweil Primary Health Care Unit,Primary Health Care Unit,MoH,9.0005,27.1928,GPS
South Sudan,Northern Bahr el Ghazal,Wedwiel Moh Primary Health Care Centre,Primary Health Care Centre,MoH,9.0067,27.1978,GPS
South Sudan,Northern Bahr el Ghazal,Wonyjok Primary Health Care Centre,Primary Health Care Centre,MoH,9.014,27.5683,Geonames
South Sudan,Northern Bahr el Ghazal,Wuncum Primary Health Care Unit,Primary Health Care Unit,MoH,8.6616,27.6772,GPS
South Sudan,Northern Bahr el Ghazal,Wungiir Primary Health Care Unit,Primary Health Care Unit,MoH,9.1198,26.756,GPS
South Sudan,Northern Bahr el Ghazal,Wutlang Primary Health Care Unit,Primary Health Care Unit,MoH,9.0359,27.5128,GPS
South Sudan,Northern Bahr el Ghazal,Yargot Primary Health Care Unit,Primary Health Care Unit,MoH,9.0081,27.4592,GPS
South Sudan,Unity,Abemnom Primary Health Care Unit,Primary Health Care Unit,MoH,9.3637,28.8484,GPS
South Sudan,Unity,Abiemnom Primary Health Care Centre,Primary Health Care Centre,MoH,9.3987,28.8234,Geonames
South Sudan,Unity,Adokbak Primary Health Care Centre,Primary Health Care Centre,MoH,8.1904,30.3086,Geonames
South Sudan,Unity,Awar Piiny Primary Health Care Unit,Primary Health Care Unit,MoH,9.4736,28.8883,GPS
South Sudan,Unity,Bentiu PoC 2 Primary Health Care Unit,Primary Health Care Unit,MoH,9.2481,29.7896,Geonames
South Sudan,Unity,Bentiu PoC Primary Health Care Unit,Primary Health Care Unit,MoH,9.256,29.7956,GPS
South Sudan,Unity,Bentiu State Hospital,State Hospital,MoH,9.2535,29.803,GPS
South Sudan,Unity,Biel Bar Primary Health Care Unit,Primary Health Care Unit,MoH,8.979,29.7174,GPS
South Sudan,Unity,Biel Chir Primary Health Care Unit,Primary Health Care Unit,MoH,9.0476,29.6894,GPS
South Sudan,Unity,Biel Primary Health Care Unit,Primary Health Care Unit,MoH,9.102,28.7972,GPS
South Sudan,Unity,Bil Primary Health Care Unit,Primary Health Care Unit,MoH,9.3273,30.0425,GPS
South Sudan,Unity,Biu Primary Health Care Centre,Primary Health Care Centre,MoH,9.6457,30.2975,Geonames
South Sudan,Unity,Boaw Primary Health Care Centre,Primary Health Care Centre,MoH,8.8438,29.7296,GPS
South Sudan,Unity,Buoth Kuerbona Primary Health Care Unit,Primary Health Care Unit,MoH,8.9734,29.3778,GPS
South Sudan,Unity,Buoth Pakur Primary Health Care Unit,Primary Health Care Unit,MoH,8.8076,29.6182,GPS
South Sudan,Unity,Care Bentiu Primary Health Care Centre,Primary Health Care Centre,MoH,9.256,29.7956,GPS
South Sudan,Unity,Care Rubkona Primary Health Care Centre,Primary Health Care Centre,MoH,9.2902,29.7895,Geonames
South Sudan,Unity,Chol Yiel Primary Health Care Unit,Primary Health Care Unit,MoH,9.0706,29.9256,GPS
South Sudan,Unity,Chuk Primary Health Care Unit,Primary Health Care Unit,MoH,7.4522,30.2813,GPS
South Sudan,Unity,Dab Lual Primary Health Care Unit,Primary Health Care Unit,MoH,8.3188,30.0078,GPS
South Sudan,Unity,Dekom Primary Health Care Unit,Primary Health Care Unit,MoH,7.359,30.4566,GPS
South Sudan,Unity,Dhor Manyang Primary Health Care Unit,Primary Health Care Unit,MoH,7.403,30.3662,GPS
South Sudan,Unity,Dhor Thier Primary Health Care Unit,Primary Health Care Unit,MoH,8.126,29.983,GPS
South Sudan,Unity,Dhornyien Primary Health Care Unit,Primary Health Care Unit,MoH,8.383,30.0341,GPS
South Sudan,Unity,Dindin Primary Health Care Unit,Primary Health Care Unit,MoH,8.3059,30.2319,GPS
South Sudan,Unity,Duar Primary Health Care Unit,Primary Health Care Unit,MoH,8.8558,29.9227,GPS
South Sudan,Unity,Gany Primary Health Care Unit,Primary Health Care Unit,MoH,8.4774,29.9588,GPS
South Sudan,Unity,Garbeg Primary Health Care Unit,Primary Health Care Unit,MoH,7.8011,30.1144,GPS
South Sudan,Unity,Gayanyliel Primary Health Care Centre,Primary Health Care Centre,MoH,7.405,30.4724,GPS
South Sudan,Unity,Guat Primary Health Care Unit,Primary Health Care Unit,MoH,8.3834,30.1446,GPS
South Sudan,Unity,Guit Primary Health Care Centre,Primary Health Care Centre,MoH,9.1583,29.9106,Geonames
South Sudan,Unity,Haykur Primary Health Care Centre,Primary Health Care Centre,MoH,7.4918,30.3123,GPS
South Sudan,Unity,Jaak Primary Health Care Unit,Primary Health Care Unit,MoH,8.7456,30.0054,GPS
South Sudan,Unity,Jamjang Primary Health Care Unit,Primary Health Care Unit,MoH,9.9279,30.2911,GPS
South Sudan,Unity,Jany Low Primary Health Care Unit,Primary Health Care Unit,MoH,7.6873,30.2342,GPS
South Sudan,Unity,Jieliw Primary Health Care Unit,Primary Health Care Unit,MoH,7.5954,30.224,GPS
South Sudan,Unity,Kanynhial Primary Health Care Unit,Primary Health Care Unit,MoH,7.7767,30.118,GPS
South Sudan,Unity,Kedat Primary Health Care Unit,Primary Health Care Unit,MoH,9.131,30.0615,GPS
South Sudan,Unity,Khal Jaak Primary Health Care Centre,Primary Health Care Centre,MoH,9.2761,29.5365,GPS
South Sudan,Unity,Koch Primary Health Care Centre,Primary Health Care Centre,MoH,8.5998,29.9899,Geonames
South Sudan,Unity,Kol Primary Health Care Unit,Primary Health Care Unit,MoH,7.5982,30.2559,GPS
South Sudan,Unity,Kuer Guini Primary Health Care Unit,Primary Health Care Unit,MoH,9.2607,29.891,GPS
South Sudan,Unity,Kuer Primary Health Care Unit,Primary Health Care Unit,MoH,9.0422,28.8477,GPS
South Sudan,Unity,Kui Primary Health Care Unit,Primary Health Care Unit,MoH,8.3094,30.2295,Geonames
South Sudan,Unity,Kuol Primary Health Care Unit,Primary Health Care Unit,MoH,7.6162,30.2203,GPS
South Sudan,Unity,Kwach Primary Health Care Unit,Primary Health Care Unit,MoH,8.9021,30.0295,GPS
South Sudan,Unity,Lae Diit Primary Health Care Unit,Primary Health Care Unit,MoH,7.4577,30.4011,GPS
South Sudan,Unity,Langbil Nyier Primary Health Care Unit,Primary Health Care Unit,MoH,8.2668,29.8159,GPS
South Sudan,Unity,Lanleer Primary Health Care Unit,Primary Health Care Unit,MoH,8.4436,30.1981,GPS
South Sudan,Unity,Leer Primary Health Care Unit,Primary Health Care Unit,MoH,8.2654,30.2011,GPS
South Sudan,Unity,Leer Primary Health Care Unit,Primary Health Care Unit,MoH,8.3334,30.1986,GPS
South Sudan,Unity,Loum Primary Health Care Unit,Primary Health Care Unit,MoH,8.3978,30.1296,GPS
South Sudan,Unity,Machak Primary Health Care Unit,Primary Health Care Unit,MoH,7.5172,30.2676,GPS
South Sudan,Unity,Madool Primary Health Care Unit,Primary Health Care Unit,MoH,7.9034,29.8421,GPS
South Sudan,Unity,Majak Primary Health Care Unit,Primary Health Care Unit,MoH,7.6852,30.2613,GPS
South Sudan,Unity,Makur Primary Health Care Unit,Primary Health Care Unit,MoH,7.4264,30.3457,GPS
South Sudan,Unity,Malkuer Primary Health Care Unit,Primary Health Care Unit,MoH,8.1632,29.943,GPS
South Sudan,Unity,Maluak Primary Health Care Unit,Primary Health Care Unit,MoH,7.7455,30.1511,GPS
South Sudan,Unity,Mankien Primary Health Care Centre,Primary Health Care Centre,MoH,9.0521,29.09,Geonames
South Sudan,Unity,Mayendit Primary Health Care Unit,Primary Health Care Unit,MoH,7.8939,29.9608,Geonames
South Sudan,Unity,Mayom Pannyjir Primary Health Care Unit,Primary Health Care Unit,MoH,7.7052,30.0737,GPS
South Sudan,Unity,Mayom Primary Health Care Centre,Primary Health Care Centre,MoH,9.2222,29.1757,GPS
South Sudan,Unity,Meek Island Primary Health Care Unit,Primary Health Care Unit,MoH,7.7828,30.3064,GPS
South Sudan,Unity,Mirmir Primary Health Care Centre,Primary Health Care Centre,MoH,8.4646,30.1023,GPS
South Sudan,Unity,Morkngok Primary Health Care Unit,Primary Health Care Unit,MoH,7.2617,30.424,GPS
South Sudan,Unity,Ngong Primary Health Care Unit,Primary Health Care Unit,MoH,8.4707,30.0712,GPS
South Sudan,Unity,Ngop Primary Health Care Unit,Primary Health Care Unit,MoH,9.1226,28.9514,GPS
